Time Period,Page,Title,Visits,Views,Average Time Viewed (seconds)
Aug-15,http://www1.nyc.gov/nyc-resources/categories/culture-recreation/sightseeing/,Sightseeing | City of New York,989,1442,31.7
Aug-15,http://www1.nyc.gov/nyc-resources/service/1350/certificate-of-occupancy-and-letter-of-no-objection,Certificate of Occupancy and Letter of No Objection | City of New York,988,1613,79.53
Aug-15,http://www1.nyc.gov/nycbusiness/description/certificate-of-assumed-name-for-corporations-llcs-lps-and-notforprofits,"Business | City of New York, Assumed Name, Certificate of,DBA, d/b/a, assumed, name",987,1256,146.29
Aug-15,http://www.nyc.gov/html/doh/html/career/internship-program.shtml,Health Research Training Program,987,1447,43.31
Aug-15,http://www.nyc.gov/html/dob/html/development/forms_elevators.shtml,Department of Buildings,986,1764,143.63
Aug-15,http://www.nyc.gov/html/doi/html/marshals/judgements.shtml,Marshals Judgements FAQ - Marshals - Department of Investigation,986,1238,202.95
Aug-15,http://www.nyc.gov/html/records/html/archives/birth.shtml,Department of Records - Municipal Archives - Birth Certificate,986,1385,118.94
Aug-15,http://www.nyc.gov/html/dcp/html/lucds/cdstart.shtml,District Profiles - New York City Department of City Planning,985,1245,86.67
Aug-15,http://www1.nyc.gov/site/dca/businesses/license-checklist-secondhand-dealer-auto.page,license-checklist-secondhand-dealer-auto,985,1260,287.89
Aug-15,http://www1.nyc.gov/office-of-the-mayor/news/016-15/de-blasio-administration-bans-single-use-styrofoam-products-new-york-city-beginning-july-1-2015,"De Blasio Administration Bans Single-Use Styrofoam Products in New York City Beginning July 1, 2015 | City of New York",984,1039,248.17
Aug-15,http://www.nyc.gov/html/tlc/html/industry/sample_exam.shtml,NYC Taxi & Limousine Commission - Taxicab Operator Sample Exam,984,2071,115.22
Aug-15,http://www.nyc.gov/html/gbee/html/plan/ll84.shtml,"GBEE - Greener, Greater Buildings Plan - LL84: Benchmarking",984,1471,84.07
Aug-15,http://www.nyc.gov/html/dycd/html/youth/youth.shtml,DYCD - Youth Connect Information Service,983,1283,80.58
Aug-15,http://www.nyc.gov/html/hia/html/get_health_insurance/get_health_insurance.shtml,Get Health Insurance,983,1273,28.15
Aug-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_072.shtml,NYPD - Precincts,983,1174,73.66
Aug-15,http://www.nyc.gov/html/tlc/html/industry/medallion_auction.shtml,NYC Taxi & Limousine Commission - Medallion Auction Homepage,983,1497,47.04
Aug-15,http://www1.nyc.gov/booker/service/nyc-resources/service/1614/environmental-control-board-violations,311 Booker: Environmental Control Board Violations,983,1292,58.45
Aug-15,http://www.nyc.gov/html/law/html/contact/offices.shtml,Law Department - Office Locations,983,1128,180.08
Aug-15,http://www.nyc.gov/html/nypd/html/towed_vehicles/auto_pounds.shtml,NYPD - Towed Vehicles,982,1217,111.37
Aug-15,http://www.nyc.gov/html/ops/html/data/mmr.shtml,,978,1698,144.77000000000001
Aug-15,http://www.nyc.gov/html/nypd/html/administration/department_co.shtml,NYPD - Administration,977,1094,64.400000000000006
Aug-15,http://www.nyc.gov/html/nypd/html/legal_matters/dclm_doc_production_foil.shtml,NYPD Legal Bureau,976,1292,151.41
Aug-15,http://www.nyc.gov/html/dep/html/recreation/faq.shtml,Frequently Asked Questions,975,1252,143.75
Aug-15,http://www.nyc.gov/html/acs/html/become_parent/foster_care_process.shtml,The Foster Care Process,973,1199,107.66
Aug-15,http://www.nyc.gov/html/sbs/wf1/html/develop/spend_less_get_more.shtml,Workforce1 - Develop Your Skills - Get the Most Out of Your Training Dollar,972,1163,154.28
Aug-15,http://www.nyc.gov/html/dob/html/development/hub_full_service.shtml,Department of Buildings,971,1273,309.72000000000003
Aug-15,http://www1.nyc.gov/site/finance/benefits/property-benefit-forms/benefits-forms-property-owners-condo-coop.page,Forms for Cooperative and Condominium Developments and Owners,971,1638,76.19
Aug-15,http://www.nyc.gov/html/tlc/html/faq/faq_driver_renew_two_year.shtml,NYC Taxi & Limousine Commission - FAQs - Driver - Renewal (Two Year Licnese),969,1406,229.35
Aug-15,http://www.nyc.gov/html/dep/html/watershed_protection/recreation.shtml,Recreational Use & Permits,965,1570,71.17
Aug-15,http://www1.nyc.gov/site/hpd/developers/tax-incentives.page,HPD - Developers - Opportunities - Tax Incentives,965,1580,51.39
Aug-15,http://www.nyc.gov/html/dob/html/sustainability/solar_panels.shtml,Department of Buildings,965,1510,120.38
Aug-15,http://www1.nyc.gov/nycbusiness/startabusiness/startquestionnaire,"Business | City of New York, startquestionnaire",964,1044,277.91000000000003
Aug-15,http://www.nyc.gov/html/nycha/html/developments/manfulton.shtml,Fulton Houses,964,1073,151.32
Aug-15,http://www1.nyc.gov/site/nycha/about/executive.page,NYCHA - Executive Team,963,2000,87.1
Aug-15,http://www1.nyc.gov/site/finance/vehicles/services-refunds.page,Refunds,962,1266,48.86
Aug-15,http://www1.nyc.gov/site/nycha/section-8/portability.page,NYCHA - Portability,962,1289,47.38
Aug-15,http://www.nyc.gov/html/tlc/html/news/public_main.shtml,NYC Taxi & Limousine Commission - Public Notices,961,1306,65.38
Aug-15,http://www.nyc.gov/html/dcas/html/about/greenbook.shtml,DCAS - About DCAS - The Green Book,961,1252,79.52
Aug-15,http://www1.nyc.gov/site/dca/about/laws.page,DCA - About - Laws,961,1307,37.47
Aug-15,http://www1.nyc.gov/site/olr/health/summaryofplans/summaryofplanshome.page,summaryofplanshome,960,1773,55.7
Aug-15,http://www1.nyc.gov/nyc-resources/service/2983/job-training-and-placement-services-for-nycha-residents,Job Training and Placement Services for NYCHA Residents | City of New York,960,1523,85.15
Aug-15,http://www.nyc.gov/html/brt/html/about/bus-lanes.shtml,Bus Rapid Transit - Bus Lane Rules,960,1208,148.82
Aug-15,http://www.nyc.gov/html/acs/html/child_care/child_care_legally_exempt.shtml,Child Care & Head Start,959,1200,249.26
Aug-15,http://www.nyc.gov/html/dcp/html/mwg/mwghome.shtml,Manhattan Waterfront Greenway - New York City Department of City Planning,959,1317,113.64
Aug-15,http://www1.nyc.gov/nyc-resources/faq/334/how-do-i-apply-for-universal-pre-kindergarten-upk,How do I apply for Universal Pre-Kindergarten (UPK)? | City of New York,957,1276,91.22
Aug-15,http://www1.nyc.gov/booker/service/nyc-resources/service/1894/illegal-parking-complaint,311 Booker: Illegal Parking Complaint,957,1306,22.18
Aug-15,http://www1.nyc.gov/site/finance/about/contact-by-email/contact-property-tax-inquiries.page,Property Tax Account Inquiries,954,1347,111.32
Aug-15,http://www1.nyc.gov/site/mocs/contract/contracting-opportunities.page,Contracting Opportunities,954,1544,47.7
Aug-15,http://www.nyc.gov/html/doh/html/licenses/food-restaurants.shtml,Food and Restaurants,952,1513,37.729999999999997
Aug-15,http://www.nyc.gov/html/youcantoo/html/learners/learn-english.shtml,YouCanToo! - For Learners - Learn English,952,1919,109.94
Aug-15,http://www.nyc.gov/html/dob/html/development/electrical_permit_and_insp.shtml,Department of Buildings,952,1407,73.930000000000007
Aug-15,http://www.nyc.gov/html/dcp/html/subcats/studies.shtml,Projects & Proposals - New York City Department of City Planning,951,1313,13.5
Aug-15,http://www1.nyc.gov/nyc-resources/categories/environment/animal-control-welfare/,Animal Control & Welfare | City of New York,950,1527,48.55
Aug-15,http://www.nyc.gov/html/dob/html/about/faq.shtml,Department of Buildings - Frequently Asked Questions Index,948,1333,52.16
Aug-15,http://www1.nyc.gov/nyc-resources/service/1203/noise-from-street-or-sidewalk,Noise from Street or Sidewalk | City of New York,947,1327,30.37
Aug-15,http://www.nyc.gov/html/sbs/nycbiz/html/summary/course_catalog_business_planning_and_operations.shtml,NYC Business Solutions - Course Catalog - Business Planning and Operations Courses,947,1115,228.9
Aug-15,http://www.nyc.gov/html/dob/html/development/insurance_guidelines.shtml,Department of Buildings,946,1395,141.25
Aug-15,http://www.nyc.gov/html/nbat/html/home/home.shtml,NYC Business Acceleration,946,1271,67.349999999999994
Aug-15,http://www.nyc.gov/html/fdny/html/general/mission.shtml,FDNY Mission Statement,945,1242,45.68
Aug-15,http://www.nyc.gov/html/dcp/html/census/popdiv.shtml,Population - New York City Department of City Planning,945,1713,59.97
Aug-15,http://www1.nyc.gov/site/criminaljustice/,Criminal Justice,945,1497,63.53
Aug-15,http://www.nyc.gov/html/fdny//html/units/recruitment/events/index.shtml,FDNY,943,1257,44.06
Aug-15,http://www1.nyc.gov/site/hpd/developers/lihtc-qualified-action-plan.page,HPD - Developers - Opportunities - LIHTC Qualified Action Plan,943,1606,146.41999999999999
Aug-15,http://www.nyc.gov/html/sbs/nycbiz/html/launching/launching.shtml,NYC Business Solutions - Launching a Business - Getting Your Business Up and Running,943,1186,46.96
Aug-15,http://www.nyc.gov/html/nypd/html/press_relations/press_relations.shtml,NYPD - Press Relations,942,1282,33.54
Aug-15,http://www1.nyc.gov/site/hra/news/news.page,HRA - News & Communications,941,1182,68.8
Aug-15,http://www.nyc.gov/html/dot/html/infrastructure/signals.shtml,NYC DOT - Infrastructure - Traffic Signals,940,1207,99.59
Aug-15,http://www1.nyc.gov/nyc-resources/service/1531/dog-license,Dog License | City of New York,939,1406,143.5
Aug-15,http://www.nyc.gov/html/olr/html/man_benefits/man_vision.shtml,Office of Labor Relations,939,1533,117.87
Aug-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_122.shtml,NYPD - Precincts,938,1104,89.89
Aug-15,http://www1.nyc.gov/nyc-resources/service/3047/police-auctions,Police Auctions | City of New York,938,1300,136.18
Aug-15,http://www1.nyc.gov/site/hpd/renters/important-safety-issues-illegal-basement-cellar-conversions.page,important-safety-issues-illegal-basement-cellar-conversions,936,1211,197.31
Aug-15,http://www1.nyc.gov/office-of-the-mayor/news/548-15/mayor-de-blasio-appoints-andrea-zuniga-deputy-chief-staff-marti-adams-baker-deputy,Mayor de Blasio Appoints Andrea Zuniga as Deputy Chief of Staff and Marti Adams Baker as Deputy Comm | City of New York,935,1001,187.07
Aug-15,http://www1.nyc.gov/site/hra/help/home-tbra.page,HRA - HOME TBRA,934,1086,151.34
Aug-15,http://www.nyc.gov/html/hia/html/get_health_insurance/medicaid_chip.shtml,Medicaid & CHP,933,1109,212.1
Aug-15,http://www.nyc.gov/html/ccrb/html/contact/contact.shtml,Civilian Complaint Review Board - Contact CCRB,932,1232,131.46
Aug-15,http://www.nyc.gov/html/doi/html/pr/pr.shtml,Press Room - Department of Investigation,930,1218,16.02
Aug-15,http://www.nyc.gov/html/lpc/html/manuals/historic_district.shtml,"LPC - Maps, Guides, and Manuals - Historic District Maps",928,1371,14.2
Aug-15,http://www1.nyc.gov/site/hpd/section-8/landlords.page,HPD - Section 8 - Landlords,927,1510,72.069999999999993
Aug-15,http://www.nyc.gov/html/doi/html/pr/press-releases.shtml,Press Releases - Press Room - Department of Investigation,927,1555,6.75
Aug-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_101.shtml,NYPD - Precincts,926,1076,82.9
Aug-15,http://www.nyc.gov/html/dcas/html/work/uf_requirements.shtml,DCAS - Work for the City - The Urban Fellows Program ~ Eligibility Requirements,925,1087,105.04
Aug-15,http://www.nyc.gov/html/fdny/apps/nov_lookup/index.shtml,"PROJECT INFORMATION - LETTERS OF APPROVAL, DEFECT, RECOMMENDATION, AND RECONSIDERATIONS",925,1205,284.49
Aug-15,http://www1.nyc.gov/nyc-resources/service/1236/residential-recycling-stickers-signs-and-literature,"Residential Recycling Stickers, Signs, and Literature | City of New York",924,1280,138.6
Aug-15,http://www1.nyc.gov/nyc-resources/categories/environment/noise/,Noise | City of New York,923,1313,24.97
Aug-15,http://www.nyc.gov/html/dhs/html/stats-and-reports/stats.shtml,DHS - Communications - Stats & Reports,923,1813,85.77
Aug-15,http://www.nyc.gov/html/artcom/html/home/home.shtml,Public Design Commission of the City of New York,922,1193,47.46
Aug-15,http://www1.nyc.gov/assets/finance/jump/fleet_payments.shtml,Weekly Fleet Payments,922,1040,111.4
Aug-15,http://www.nyc.gov/html/dep/html/a_to_z/index.shtml,DEP - A to Z Index,920,1276,57.37
Aug-15,http://www.nyc.gov/html/dot/html/pedestrians/dotart.shtml,NYC DOT - DOT Art,920,1308,169.45
Aug-15,http://www.nyc.gov/html/tlc/html/industry/smartphone_apps.shtml,NYC Taxi & Limousine Commission - Smartphone Apps in NYC,918,1096,128.26
Aug-15,http://www1.nyc.gov/nyc-resources/service/1813/heat-or-hot-water-complaint,Heat or Hot Water Complaint | City of New York,918,1393,75.28
Aug-15,http://www.nyc.gov/html/bsa/html/decisions/decisions.shtml,BSA Decisions,918,1200,240.45
Aug-15,http://www.nyc.gov/html/recovery/html/important-documents/important-documents.shtml,NYC Recovery - Homeowners and Renters - Important Documents,916,1862,136.77000000000001
Aug-15,http://www1.nyc.gov/assets/finance/jump/hlpacctcode.html,Account Type Description,916,1129,239.55
Aug-15,http://www.nyc.gov/html/dob/html/safety/ecb_contact.shtml,Department of Buildings,916,1108,139.93
Aug-15,http://www1.nyc.gov/nyc-resources/service/1274/building-permit-status,Building Permit Status | City of New York,915,1230,22.57
Aug-15,http://www.nyc.gov/html/cecm/html/home/home.shtml,Office of Citywide Event Coordination and Management (CECM),915,1327,74.989999999999995
Aug-15,http://www.nyc.gov/html/tlc/html/industry/blk_car_lux_limo_bases.shtml,NYC Taxi & Limousine Commission - Black Car & Luxury Limousine Bases,914,1640,121.05
Aug-15,http://www.nyc.gov/html/dep/html/drinking_water/history.shtml,History of New York City's Water Supply System,913,1070,170.5
Aug-15,http://www1.nyc.gov/nyc-resources/service/1471/criminal-courts,Criminal Courts | City of New York,913,1264,192.15
Aug-15,http://www1.nyc.gov/site/finance/vehicles/commercial-fleet-program.page,Fleet Program,913,1255,47.7
Aug-15,http://www.nyc.gov/html/dob/html/development/forms_online_elevator_appointment.shtml,Elevator Appointment Form,912,1564,417.29
Aug-15,http://www.nyc.gov/html/nypd/html/precincts/precinct_026.shtml,NYPD - Precincts,912,1064,77.260000000000005
Aug-15,http://www1.nyc.gov/minibooker/service/nyc-resources/service/1203/noise-from-street-or-sidewalk,311 MiniBooker: Noise from Street or Sidewalk,912,1150,16.2
Aug-15,http://www.nyc.gov/html/doh/html/services/vr-birth-newborns.shtml,Birth Certificates,912,1247,121.71
Aug-15,http://www.nyc.gov/html/dcp/html/pub/zonehand.shtml,Zoning Handbook - New York City Department of City Planning,911,1384,74.849999999999994
Aug-15,http://www.nyc.gov/html/dcp/html/ap/step5_ulurp.shtml,Applicant Portal - New York City Department of City Planning,911,1256,183.51
Aug-15,http://www.nyc.gov/html/kcpa/html/auctions/auctions.shtml,Kings County Public Administrator - Upcoming Auctions,911,1688,110.84
Aug-15,http://www.nyc.gov/html/sbs/wf1/html/about/veterans.shtml,"Workforce1 - Recruiting, Training, and Connecting Veterans to Jobs",910,1067,112.82
Aug-15,http://www1.nyc.gov/nyc-resources/service/2996/manhattan-resident-parking-tax-exemption,Manhattan Resident Parking Tax Exemption | City of New York,907,1297,27.31
Aug-15,http://www.nyc.gov/html/housing/pages/action/action.shtml,NYC Housing Plan - Action,905,1091,44.03
Aug-15,http://www.nyc.gov/html/doh/html/pr/press-home.shtml,Press Releases Archive,905,1210,14.28
Aug-15,http://www1.nyc.gov/nyc-resources/service/1282/building-floor-plan,Building Floor Plan | City of New York,904,1344,59.8
Aug-15,http://www.nyc.gov/html/dob/html/development/lic_faq.shtml,Department of Buildings,904,1116,118.6
Aug-15,http://www1.nyc.gov/site/nycha/about/leadership.page,NYCHA - Leadership,904,1322,19.91
Aug-15,http://www.nyc.gov/html/mancb7/html/home/home.shtml,Home - Community Board 7/ Manhattan,902,1234,75.45
Aug-15,http://www.nyc.gov/html/nypd/html/firearms_licensing/gun_licensing_faq.shtml,NYPD - Firearms Licenses - FAQs,902,1173,202.55
Aug-15,http://www.nyc.gov/html/oem/html/about/about.shtml,OEM - About OEM,901,1174,52.42
Aug-15,http://www.nyc.gov/html/doh/html/mental/parachute.shtml,Parachute NYC,900,1170,85.94
Aug-15,http://www.nyc.gov/html/opa/html/tax_breaks/college_savings.shtml,Office of Payroll Administration,898,1193,194.93
Aug-15,http://www.nyc.gov/html/dot/html/infrastructure/19-152.shtml,NYC DOT - New York City Administrative Code Sidewalk Rules,897,1072,219.21
Aug-15,http://www.nyc.gov/html/dob/html/homeowners_and_tenants/cons_basic.shtml,Department of Buildings,897,1167,68.09
Aug-15,http://www.nyc.gov/html/dot/html/ferrybus/charterbus.shtml,NYC DOT - Charter Bus Guidelines,896,1520,157.37
Aug-15,http://www1.nyc.gov/nyc-resources/categories/health/healthy-living/,Healthy Living | City of New York,896,1300,50.88
Aug-15,http://www.nyc.gov/html/acs/html/child_care/earlylearn.shtml,Child Care & Head Start,896,1045,208.12
Aug-15,http://www.nyc.gov/html/dep/html/water_and_sewer_bills/bill_payment_phone.shtml,Pay Your Water and Sewer Bill by Phone,896,1040,137.97
Aug-15,http://www.nyc.gov/html/ddc/html/pubs/publications.shtml,Publications - Department of Design and Construction,894,1100,133.66
Aug-15,http://www1.nyc.gov/site/dca/partners/financial-empowerment.page,DCA - Partners - Financial Empowerment,892,1201,58.83
Aug-15,http://www.nyc.gov/html/acs/html/become_mentor/become_mentor.shtml,Become a Mentor,892,1024,133.62
Aug-15,http://www1.nyc.gov/site/finance/benefits/benefits-j51.page,J-51 Exemption and Abatement,892,1133,120.57
Aug-15,http://www.nyc.gov/html/doi/html/about/about.shtml,About DOI - Department of Investigation,891,1299,65.28
Aug-15,http://www.nyc.gov/html/doc/html/job/volunteer_opp.shtml,Volunteer Opportunities - Job Opportunities - Department of Correction,891,1176,90.12
